關鍵字,選區,編號,姓名,政見
親子/共融/公園,[縣(市)議員]新竹市第1選舉區,7,鄭美娟,"【友善城市】
1、爭取廣設孩童通學步道，給孩子一條安全的路。
2、通盤檢討人本無障礙環境設計，使其順暢、安全、完善。
3、檢討現今南寮收容所之犬貓數量、收容狀況、晶片管理、健康狀況、去向追蹤。
4、致力推動校園安全，利用科技達成校園維安全面升級。
5、爭取關新公園增設「共融式遊樂場」，並為其安全性、施工品質嚴格把關。
6、爭取十八尖山增設景觀平台、出入口整治，連接園區生活圈，成為新竹綠色光點。
7、爭取整治東區兩條主要圳道「隆恩圳、汀甫圳」，成為舒適廊綠帶。
8、爭取頭前溪運動廊帶出入口整治分條規劃，及周圍環境整體優化。
【世代共好】
1、推動新科國民運動中心，增設女性專屬課程，並提供臨托服務，讓媽媽們能放心運動，提升自我。
2、爭取友善哺乳空間的普及程度以及設施優化。
3、爭取園區生活圈增設東區「親子館」、「婦女館」、「兒童圖書館」 ，讓東區家庭有更多選擇並提高生活文養。
4、爭取非營利幼兒園的增設，並嚴格把關、檢視師資的專業程度及教育環境品質。
5、重視老年人生活質量，持續推動「高年級俱樂部」課程，其豐富年輕的課程，促使老年族群保持身心健康、愉快。
【智慧化交通】
1、致力推動改善現有搭乘公車方式，利用科技將公車站牌電子化，大幅降低市民搭乘公車時攔車的不便與危險。
2、爭取「智能紅綠燈」在科技之城推行，並妥善利用大數據時制重整，使其車流順暢。
3、爭取慈雲路停車場地面整治。
【教育扎根】
1、推動關埔地區教育均優化、建立資源共享平台。
2、爭取新竹市總圖書館成立。
3、敦促並監督市府3年內,市轄46所國中小學完成冷氣安裝。
4、爭取高峰植物園打造成植物教育園區，成為戶外教學基地。"
公園,[縣(市)議員]新竹市第1選舉區,22,鄭貴元,"一、 支持市府新竹之森、綠園道、公園各項建設，督促落實公園管理條例，讓市有公園美化維持整潔與安全。
二、 催生十八尖山整體規劃，拆除違建，爭取自來水公司未使用之土地改造入口形象地標，遊客服務中心、停車廣場、音樂小劇場，並整修現有廟宇，飲水機、廁所等設備，成為全國知名優質公園。
三、 監督公道五、台肥、油庫、28公頃科技廊道Ｘ計畫，落實亞洲矽谷之功能，揚名國際再創造經濟產能與價值。
四、 催生頭前溪新竹左岸之各項建設，週邊千甲、水源、前溪由市府自辦重劃，成為優質的商業、住宅、公園用地、促進地方繁榮。
五、監督社區大學自治條例是否落實，市府提供優質之教室與設備，提高終身學習教育的效能。
六、 監督中央推動兒童托幼與老人2.0長照的各項福利政策是否落實，加強市府人員服務熱忱與態度。"
共融,[縣(市)議員]新竹市第1選舉區,14,鍾淑英,"1.爭取汀甫圳河川整治美化。
2.爭取規劃建功聯里治安、交通防護系統。
3.爭取舉辦全國性眷村美食及推動眷村文化傳承。
4.推動社區型世代共融日照、安康中心。
5.學童營養午餐、賣場食安把關。
6.推動政府整合交通事業接送學童上下學。
7.推動敦親睦鄰-封街家庭日。
8.爭取設置公辦青年運動、競技場域。
9.爭取解編東區水源保護區，帶動東區都會發展。"
親子/共融,[縣(市)議員]新竹市第1選舉區,19,羅文熾,"市民福利
　●爭取預算，將全市市民免費加入「意外險」。
健康醫療
　●全面推動「市立婦幼醫院」的設立。
健康促進
　●全面推動「成人健康社區巡迴篩檢」。
教育層面
　● 提高國中小教師員額編制，提升教師專長授課率。
　●增加國中小充實圖書經費，每生每年200元。
　●編列新竹市青年留學貸款。
便利交通
　●安全舒適無縫轉乘的市區公車網。
社區治安
　●社區巡守、鄰里關懷、守護家園、一起來。
全民要求
　●燈要亮、溝要通、路要平。
1.催生關埔二期重劃區設置中小學和共融式親子館。
2.檢討學校周邊通學環境，保障孩子安全父母安心。
3.督促市府持續發放安老津貼。"
親子/公園,[縣(市)議員]新竹市第2選舉區,2,施乃如,"◆爭取地方建設‧帶動南區發展
　 監督加速大車站計劃與落實後站都市計畫及週邊發展，繁榮南區。
　 催生南區圖書分館。
　爭取增加南區公共停車空間。
　 爭取客雅溪整治週邊綠美化，打造客雅溪河岸步道公園。
　 持續爭取南門市場活化，打造觀光人文聚落，帶動南區發展。
　爭取青草湖永續活化。
　持續爭取落實西大路地下道結構增強改建。
　爭取南區藝文活動。
◆健全老年‧弱勢福利
　爭取多功能社會住宅，照顧弱勢青年及老人。
　持續落實編列老人年金，照顧弱勢長者。
　爭取社區獨居老人關懷中心。
　爭取擴大組織失智症社區互助家庭。
　爭取兒童早療教育資源及補助。
◆提升婦幼權益
　持續爭取南區公立及非營利幼兒園增班。
　監督落實國中小教室全面裝設冷氣。
　持續爭取學區通學步道。
　落實全面發放4歲幼兒教育補助款。
　持續爭取公共場所友善哺乳空間與親子廁所設施。"
公園,[縣(市)議員]新竹市第3選舉區,3,陳治雄,"一、持續關心大鵬新城地下室漏水官司進展、及該社區住戶權益和安全事宜。
二、 對已爭取並完工啟用的竹香北路運動步道、繼續要求改為PU材質路面，以保護使用人（尤其是老人家）之安全。
三、全力督促市府務必做到全（西）區的路平、燈亮、水溝通。
四、協調市府對公六、中雅公園做多元且公平性的使用及管理。
五、 關心客雅溪整治、同時要求相關單位對其（含支流）流經忠孝社區附近的河道清理、務必徹底。
六、要求市府加強改善殯儀館及四周停車問題、及崧嶺路成德路一帶交通狀況。"
親子/公園,[縣(市)議員]新竹市第3選舉區,6,陳建名,"西區，需要你我一同注入 #熱血
活化地方，再造精彩，大步 #向前
1.推動西區長輩共餐食堂、日照據點。
2.爭取西區路平加速進行。
3.結合攤商自治會推動中央商場活化、改善西門市場購物環境。
4.爭取成功延平路口機場用地納入掀綠計畫，打造南勢公園。
5.爭取台溪、育英、西雅公園整合規劃，以「客雅大公園」為目標提供遊憩踏青場所。
6.持續關注靖廬遷移進度，爭取神社就地保留修復。
7.持續監督座落南勢農村多功能廣場之北區親子館、長青學苑設置進度。
8.公道三徵收作業及工程監督。
9. 持續監督市府「新校園運動」老舊校舍改建以及三年完成全市國中小各教室裝設冷氣進度。
10.西區有好多工作要推動，希望你一起加入，用我們的 #熱血，讓西區大步 #向前
致力推動議會透明：讓民眾清楚在議會中之提案內容及推動進度，是身為民意代表的義務。
充分溝通，「傾聽」與「說明」才能成為稱職的民意橋樑。在這樣的基礎下，推動以上工作。"
公園,[縣(市)議員]新竹市第4選舉區,7,吳青山,"1加速南寮第五公墓改建公園。
2推動光華街（公21）公園興建。
3督促果菜市場擇地興建及遷移。
4公道三打通竹光路銜接景觀大道。
5殯葬管理所增設第二停車場。
6 規劃闢建學校或公園地下停車場，優惠社區居民停車需求。
7 積極推動都市更新，維護民眾權利，促進都市發展活力。
8督促公道五中油廠早日遷移。
9 活化公有閒置空間，推動青年新創基地，鼓勵年青人創業。
10推動擇地新建棒球場。
11推動學校特色發展及居住事實政策。
12督促托育公共化，增設公辦托育中心及幼兒園。
13監督新竹公園改建，落實動物福祉。
14督促古蹟修復，規劃觀光景點串連。
15南寮設立夜間休閒地區（如咖啡車）。
16加速力推台大醫院新院區落腳新竹市。
17督促兒童醫院興建。
18推動長者照護社區化，以便家屬及親友就近照顧。"
親子,[縣(市)議員]新竹市第4選舉區,5,彭昆耀,"一、以專業經驗監督市政運作與市政建設：
　　1.監督市政預算與運作。
　　2.發展新竹市成為幸福樂活城市。
二、 推動新竹漁港成為休閒觀光港，並帶動南寮地方繁榮：
　　1.推動漁港發展觀光與休閒產業。
　　2.促進大南寮地區發展在地文化與特色產業。
　　3.發展親子育樂設施與舉辦相關活動。
　　4. 持續推動十七公里海岸線、頭前溪沿岸新生地建設與發展。
　　5.打造南寮地區成為最亮眼的觀光遊憩景點。
三、維護南寮漁民權利與協助產業轉型：
　　1.保障漁民工作權益。
　　2.重視漁民工作安全與環境設備。
　　3.協助漁民產業轉型與時俱進。
四、 持續改善南寮地區交通、防汛設施與生活環境，提升地方生活品質與機能。
　　1. 持續監督地方交通，兼顧觀光需求與當地居民生活品質。
　　2. 持續監督南寮抽水站、下水道等運作，保障居民生命財產安全。
　　3. 督促新竹焚化爐做好各項污染安全防治，維護大南寮地區空氣品質。
五、重視南寮地方教育，促進地方教育發展：
　　1.爭取教育資源，改善學習環境。
　　2.結合在地文化特色，發展多元教育。"
公園,[縣(市)議員]新竹市第4選舉區,4,黃世禮,"1.我不帥，但我很會做事。
2.協助勞工及弱勢團體免費解決法律諮詢。
3.爭取公園停車場地下化。
4.爭取新住民的工作權及落實子女教育的提昇。
5.落實社區里鄰設置托老顧幼所及特殊教育班。
6.推展南寮地區設立急診及婦幼24小時救援中心分駐點的成立。"
親子/公園,[縣(市)議員]新竹市第4選舉區,11,劉康彥,"一、新政治
透明議會、專業問政，推動會議內容全程網路直播，並提供重播功能，擴大新世代政治參與；主動公布議員建議款用途；絕不收受賄賂、不包工程、不炒土地。
二、好生活
1. 公車好好搭：全面檢討全市公車路網及班距；以集中式站牌取代旗桿式站牌林立亂象；打造兼具美感實用的候車亭；提高無障礙低底盤公車比例。
2. 養育好幫手：加速推動非營利幼兒園，增加就學名額、減輕家長負擔；發展主題式公園及親子館；建置資訊圖表化、簡單易理解、家長好操作的幼兒園及保姆資訊平台。
3. 消滅惡路障：盤整全市空間規劃，友善步行環境，改善秒數過短的行人專用號誌燈、翻修顛簸、積水、缺乏無障礙設施的人行道。
三、挺青年
成立青年事務專責單位及青年創業輔導團 ，由政府免費提供空間開辦創業小聚，搭建跨域合作、資源共享的創業平台。"
親子/共融/公園/遊戲,[縣(市)議員]新竹市第5選舉區,12,林盈徹,"一、親子、教育
1.水資源公園轉型大型親子公園。
2.香山投入教育資源，輔導小校發展特色教育，翻轉城鄉差距。
3.持續推廣藝文下鄉，投注藝文資源至偏鄉學校，讓藝術貼近生活。
二、身心障礙福利
1.保障身心障礙兒童權益，持續推動共融式遊戲場。
2.推廣公共空間通用設計，顧及所有族群使用權益。
3.市長施政報告及議員質詢提供手語翻譯與同步聽打，保障聽力障礙朋友知悉市政的權力。
三、加速香山區發展
1.監督香山國民運動中心打造共融式運動中心，促進香山區居民生活品質。
2.善用香山優美自然景觀，以低密度開發串聯山海觀光帶，將遊客導入社區。
四、體育運動發展
1.發揚香山射箭榮耀，健全培訓制度，增加基層射箭實力。
2.爭取國際標準射箭場在香山。
3.保障及推廣身心障礙及銀髮族運動風氣，將港南運河風景區打造為共融式休閒運動園區。"
